"","t2_Ec_C.mzML","t2_BS_C.mzML","t1_BS_C.mzML","t0_BS_C.mzML","t0_Ec_C.mzML","t1_Ec_C.mzML","t0_Ec_3.mzML","t0_Ec_1.mzML","t1_BS_3.mzML","t1_BS_1.mzML","t2_BS_2.mzML","t1_Ec_2.mzML","t0_Ec_2.mzML","t1_BS_2.mzML","t3_Ec_1.mzML","t1_Ec_1.mzML","t3_Ec_3.mzML","t1_Ec_3.mzML","t2_Ec_1.mzML","t2_BS_3.mzML","t2_BS_1.mzML","t3_Ec_2.mzML","t4_Ec_3.mzML","t3_Ec_C.mzML","t0_BS_2.mzML","t4_Ec_2.mzML","t3_BS_1.mzML","t4_BS_3.mzML","t4_BS_1.mzML","t2_Ec_3.mzML","t3_BS_2.mzML","t3_BS_C.mzML","t2_Ec_2.mzML","t3_BS_3.mzML","t0_BS_3.mzML","t0_BS_1.mzML","t4_Ec_C.mzML","t4_BS_C.mzML","t5_Ec_1.mzML","t6_Ec_1.mzML","t4_Ec_1.mzML","t7_BS_1.mzML","t5_Ec_2.mzML","t4_BS_2.mzML","t5_BS_C.mzML","t5_Ec_C.mzML","t5_BS_3.mzML","t5_BS_2.mzML","t5_Ec_3.mzML","t5_BS_1.mzML","t6_Ec_2.mzML","t6_BS_C.mzML","t6_BS_1.mzML","t6_Ec_C.mzML","t6_Ec_3.mzML","t7_Ec_C.mzML","t8_Ec_2.mzML","t7_Ec_3.mzML","t7_Ec_1.mzML","t7_Ec_2.mzML","t8_Ec_3.mzML","t7_BS_3.mzML","t8_Ec_C.mzML","t7_BS_2.mzML","t7_BS_C.mzML","t8_BS_2.mzML","t8_BS_3.mzML","t8_BS_1.mzML","t6_BS_2.mzML","t6_BS_3.mzML","t9_Ec_C.mzML","t9_Ec_1.mzML","t8_Ec_1.mzML","t9_Ec_3.mzML","t8_BS_C.mzML","t9_Ec_2.mzML","t9_BS_C.mzML","t9_BS_3.mzML","t9_BS_1.mzML","t9_BS_2.mzML"
"4962_291.298_5.018",3766,3766,3766,3766,3766,3766,17654.377,11131.86,14622.464,20703.145,17488.947,9304.315,9797.502,23026.59,3766,7709.436,6675.8965,14704.207,12276.408,16974.5,8888.942,7231.2173,10320.386,4561.9165,3766,16151.193,7071.507,3766,8755.589,12389.883,9260.182,19604.371,9113.77,21997.162,3766,3766,10313.081,15562.086,9925.753,16905.639,17078.203,3766,18262.777,15872.9,13547.512,3766,11758.956,17523.205,17347.043,7002.9863,7472.5586,9558.071,5770.242,4805.709,7783.0664,3766,4983.42,3766,8882.629,5570.2524,3766,3766,3766,3766,3766,3766,3766,3766,13413.809,4327.2847,3766,3766,3766,3766,3766,3766,3766,3766,3766,4244.9995
"4963_583.558_5.055",3766,3766,3766,3766,3766,3766,5747.946,8588.565,8522.011,13124.244,11543.559,3766,5524.6836,12719.677,3766,3766,3766,4157.103,4339.438,8668.588,10115.063,3766,3894.0933,3766,3766,6059.794,7823.6665,5659.4033,6491.9263,5017.8496,6062.865,5328.4253,5133.9365,6808.181,3766,3766,3766,4926.786,3766,3766,3766,3766,3948.0398,4989.876,3766,3766,4886.1313,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4965_380.181_5.07",3766,3766,3766,3766,3766,3766,8925.445,8595.138,11544.59,11427.599,10109.223,9710.423,8837.988,9938.01,3766,9953.066,6177.7153,10721.452,7644.753,11094.377,10767.131,3766,6793.233,8118.245,5170.217,6256.2217,10568.148,8780.716,10692.754,9401.784,12434.297,11729.991,8979.236,10255.305,6885.3306,4561.2393,7194.523,11360.526,3766,5258.512,6928.6313,3766,5057.628,9833.261,10477.822,4860.005,9136.029,9665.216,5561.6143,8587.363,3766,11280.008,8890.039,4879.745,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,10387.034,11471.199,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4966_358.198_5.07",3766,3766,3766,3766,3766,3766,17691.64,20567.91,23828.066,22418.883,21075.916,18510.432,18209.541,24073.918,8509.106,18960.049,14538.323,20998.82,19337.826,23071.418,22582.621,6019.5386,12582.722,17339.277,13977.132,13539.842,22594.697,23849.725,22285.094,19340.44,28692.406,22532.3,19462.865,23896.027,16273.752,12326.106,14449.677,23448.73,12417.406,9635.25,13912.892,3898.9785,11642.669,22625.725,24171.6,12140.237,24009.334,22603.883,12642.254,22007.092,8132.542,23904.115,23900.535,10948.338,8807,3766,3766,3766,3766,3766,3766,3766,3766,4367.5894,3766,3766,3766,3766,24562.63,25346.98,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4967_281.138_5.069",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,123636.84,3766,3766,3766,3766,3766,3766,3766,3766,3766,114177.05,126771.36,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4968_289.293_5.026",3766,3766,3766,3766,3766,3766,3758237.2,4520969,2797280.8,3186489,3180577,2147929,2409165,3299865,2488192.5,2353997.2,1995733.9,3655987.2,2131819.8,3047113.5,3037870.8,2427981,2580377.5,3144811,3766,4782397.5,3021709.2,2745588.5,2571232.8,2418664,2371396.8,2480867,4173041.2,2728644.5,3766,4544.2812,2522688.8,3907832,2237008.2,3732533.5,2483922.8,475066.72,2416435.8,2753583.5,3458104.5,2067660.8,2314423.2,3508090.8,2331562.2,2230150.8,1942373,2055805.4,1840886,1579345.4,2012237.8,2141994,834081.8,1034498.4,1087858.8,2087487,796433.94,694552.4,1546333.1,549055.94,1136393.5,836518.56,1210834.8,936547.25,2143872.5,1867559.1,1016163.7,1313927.4,1030280.44,1363299.9,789697.3,1368850.5,627547.4,699876.9,754856.06,1633514.5
"4969_182.081_5.071",3766,3766,3766,3766,3766,3766,10258.966,12099.349,12797,10587.256,11408.409,11007.707,10894.544,12205.859,3766,10257.1,6216.069,10291.051,9293.085,11883.503,11946.532,3766,3766,8016.364,10525.818,7208.0215,11407.867,12896.432,11985.707,10025.329,13254.65,9757.441,10217.05,11302.27,10278.307,8608.885,6762.0044,10878.897,6097.978,6058.0786,6760.2207,3766,5362.9863,10061.314,11032.019,6140.698,9885.12,10882.604,6097.6396,9402.725,3766,11989.685,10434.121,5500.656,4515.733,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,11731.055,12455.625,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4970_332.296_5.005",3766,3766,3766,3766,3766,3766,19550.02,21670.062,5005.643,38866.812,25241.82,21652.568,5967.522,27189.758,5192.186,24097.482,6335.9927,14894.145,6196.284,20207.17,15289.996,4522.4463,3766,12036.679,3766,4646.492,6833.627,6360.331,16682.627,11746.859,5698.475,11971.521,27648.107,11684.229,3766,3766,5979.62,7030.14,4411.309,5631.747,9338.301,3766,3766,15774.972,3766,4431.377,6249.4736,4276.2227,8269.287,3766,3766,4357.384,3766,5863.5923,4986.8677,3766,4662.2686,4078.3499,5204.146,3766,6470.651,3766,3766,3766,3766,3766,3766,3766,10931.356,5628.2305,3766,3766,3766,3766,3766,3766,3766,3766,4634.899,3766
"4971_470.272_5.139",3766,3766,3766,3766,3766,3766,5860.2134,4942.6636,3766,3766,3766,5488.3745,4605.786,3766,18921.193,5884.4824,31654.674,4453.962,13996.813,3766,3766,14637.285,20258.227,43683.613,3766,44447.73,3766,3766,3766,17579.979,3766,3766,18324.469,3766,3766,3766,57671.598,3766,64855.766,59442.312,43487.297,3766,65498.81,3766,3766,36841.535,3766,3766,63921.254,3766,53297.574,3766,3766,132443.52,56983.453,46283.305,14177.051,104323.98,5528.484,5200.764,13183.2295,3766,33042.023,3766,3766,3766,3766,3766,3766,3766,3766,3766,10738.39,3766,3766,3766,3766,3766,3766,3766
"4975_336.217_5.07",3766,3766,3766,3766,3766,3766,312786.66,343260.84,377566.94,357713,355156.6,303089.84,322408.62,363243.75,147776,304585.66,217358.11,324762.88,284314.3,361640.88,373813.56,106161.07,211114.39,260056.17,284514.28,214726.98,353964.6,329326.03,338166.44,295295.84,416516.4,360103.22,296727.78,351604.2,321114.6,304036.28,223705.27,347329.88,199089.58,173744.8,210337.33,76701.984,178655.97,340949.2,334744.88,186514.81,324181.97,328262.53,197503.97,319768.28,139630,362080.84,355215.88,170532.66,149148.4,59677.625,51155.8,61251.676,56803.504,59043.82,51024.523,66980.11,53107.55,84669.94,71728.336,29647.09,23675.076,25725.785,347646.62,396156.8,45372.42,44528.08,49177.367,48061.707,23419.195,46619.695,3900.4143,4556.7847,6287.3594,6709.5166
"4978_447.201_5.071",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,12375.757,3766,3766,3766,3766,3766,3766,3766,3766,3766,12647.607,13831.898,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4979_288.289_5.071",32794.758,39856.6,35346.18,3766,30783.365,3766,12308439,13309637,14796182,16875948,17212024,11168015,13126584,17203104,8277580.5,12747190,10839677,11012064,10963665,16215746,16070785,8299273,13481625,9709368,24090.35,13619312,15984340,15361425,13894680,13096098,12530494,13221391,13107148,14463904,13875.421,12298.501,9651868,13822701,11773958,11679752,13042168,2631735.2,13527560,14355320,11797064,6510427.5,12508647,12249591,12403497,11830633,10308769,10450291,9851742,5637337,10844204,5609355,4547252,5649968,5860404.5,5412300,4241540.5,2426820.2,4252941.5,2743916.5,3092146.8,2524339,3185413,2251112.8,11366624,9971156,2761466,3624370,3884211.5,3854729,2941328,3690702,2584467.5,2820378.2,2448589,3674636.8
"4981_724.473_5.076",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5835.792,3766,3766,3766,3766,3766,3766,3766,3766,3766,17612.86,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4983_185.096_5.074",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,14296.227,3766,3766,3766,3766,3766,3766,3766,3766,3766,12595.864,16759.37,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4984_203.106_5.074",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,34691.71,3766,3766,3766,3766,3766,3766,3766,3766,3766,29636.566,43276.336,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4986_337.22_5.071",3766,3766,3766,3766,3766,3766,63026.523,69526.77,80184.03,71665.24,70897.25,61121.367,63648.176,75274.79,28432.598,59600.1,42704.242,64813.47,59321.266,74079.9,74210.625,21208.146,41822.957,51729.496,54686.95,43052.703,69400.914,66978.23,68383.62,59178.832,83376.34,74224.22,58882.09,70122.98,62871.195,60527.477,44140.93,71242.23,39365.28,34798.395,42139.227,14498.72,34730.766,70457.45,68873.57,35756.465,66630.43,68053.61,39449.664,65042.617,27395.328,71880.71,71429.16,33321.54,28841.055,10959.59,9362.304,11493.833,10756.711,10325.48,9452.747,12829.266,9721.161,15819.668,13288.519,4158.6777,3766,3766,68890.81,80621.33,7685.592,7578.826,8631.814,8508.072,3766,7611.2397,3766,3766,3766,3766
"4987_310.271_5.075",3766,3766,3766,3766,3766,3766,998036.3,696890.5,1489775.5,1504834.1,1852532.8,1225817,845127.7,1591333.8,1129297.6,1306550.5,1375689,1235984.5,1333784.1,1739553,1676212.9,1191438.5,1675037.8,1193468.9,3766,1676147.5,1784172.1,1215406.9,1740831.9,1606829.5,1555668.6,1546816.6,1539610.5,1768859.5,3766,3766,1213737.5,1618508.9,1534467,1536877.9,1625746.1,379268.84,1673756.1,1756300.5,1509263.1,963683.75,1587165.5,1657898.4,1623749.5,1598351,1220493.1,1404255.6,1337310.4,786526.5,1234350.5,734888.5,667266.56,781170,768614.94,735572.44,628921.3,332035.6,591434.8,399460.22,405610.12,404211.84,501337.34,352334.6,1492447.2,1329784.8,420650.66,551040.5,601105.5,581438.5,413299.1,566833.6,379540.12,461822.66,397570.34,584178.75
"4988_381.132_5.076",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,9718.964,3766,3766,3766,8675.233,3766,19877.977,3766,3766,3766,3766,3766,3766,3766,21019.023,12696.023,9102.733,14129.701,3766,13607.871,3766,3766,3766,3766
"4991_359.15_5.077",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6138.387,25500.305,3766,3766,3766,21129.604,3766,44722.24,3766,3766,3766,3766,3766,3766,3766,47568.492,28912.906,21984.95,34567.902,3766,32481.896,3766,3766,3766,3766
"4997_460.269_5.075",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,70045.016,3766,3766,3766,3766,3766,3766,3766,3766,3766,71281.516,90392.07,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"4998_851.396_5.078",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,30149.297,3766,3766,3766,3766,3766,3766,3766,3766,3766,34525.715,41943.89,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"5000_437.192_5.08",3766,3766,3766,3766,3766,3766,7774.333,7206.707,3766,5113.6274,19481.588,5692.1694,5015.798,5329.1606,3766,5030.5674,5314.825,8372.578,5678.6904,4973.357,53056.95,3766,7047.6665,7101.781,633415,5746.3496,6896.8496,5675.1567,6550.3667,4837.6387,7994.3467,4067.447,4905.131,3766,660422.25,658647.9,5613.9517,4612.508,3766,4573.1494,5145.0493,8438.48,4041.474,4095.2756,5984.335,3766,4666.9023,6996.582,5510.648,7499.625,3766,6506.765,6270.8525,3766,4790.073,5382.6265,4058.0305,3766,3857.5352,3766,5445.5356,11635.926,3766,9641.642,11487.354,3766,3870.3127,3766,4970.294,4662.2764,3766,3766,3766,3766,4146.739,3766,3888.422,4671.507,4008.4312,6485.534
"5003_415.211_5.081",3766,3766,3766,3766,3766,3766,3990.5615,3766,3766,3766,6129.0767,3766,3766,3766,3766,3766,3766,3766,3766,3766,16546.082,3766,3766,3766,820898,3766,3766,3766,3766,3766,3766,3766,3766,3766,782724.9,1080647.8,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4120.6543,3766,4303.308,4186.972,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"5004_488.301_5.081",3766,3766,3766,4222.3477,3766,3766,15224.62,22386.258,7524.309,7605.101,19515.12,11378.852,15525.306,5402.416,3766,8144.842,7879.344,13189.593,6257.701,3766,60236.434,3766,6328.483,10736.518,1984236.6,6611.866,7296.7495,5335.9653,6701.3687,5682.313,9487.95,6261.4844,3766,6241.333,1960582.1,2551247.2,9068.351,5867.6255,3766,4066.7344,3766,14919.813,4120.428,4261.12,9292.805,5646.284,6103.7637,6835.278,6756.1367,8985.316,3766,7947.619,7190.0547,5900.441,3766,6618.8247,6746.7295,5410.146,5375.754,4324.9233,9761.773,20720.059,5255.566,20130.81,19488.748,5201.37,6977.4336,6770.7056,4891.8955,6497.875,5792.0195,6290.66,5369.3228,6282.148,6502.8203,5853.916,7163.4336,7295.3433,6250.0107,9867.17
"5007_432.238_5.079",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,85055.625,3766,3766,3766,3766,3766,3766,3766,3766,3766,80466.12,113554.46,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"5008_455.347_5.079",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,269684.06,3766,3766,3766,3766,3766,3766,3766,3766,3766,199070.9,250047.08,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"5009_378.228_5.073",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4864.293,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5832.1924,3766,5261.5312,3766,3766,3766,3766,12950.821,5157.398,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,4251.8667,3766,3766,3766,3766,6128.755,14935.343,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"5010_268.263_5.089",3766,3766,3766,3766,3766,3766,26978.621,25166.926,32801.85,35475.77,34077.688,27438.275,29035.002,35270.82,38927.21,25913.82,73980.85,22800.24,33546.9,33852.023,37062.62,41686.56,109445.99,33642.664,3766,111582,35807.37,33959.477,30012.408,41269.86,26718.043,32131.342,40310.19,29845.838,3766,3766,29685.123,28781.744,89904.336,78339.664,87467.14,3766,109232.45,28751.645,25561.594,18306.885,29896.057,28304.271,105931.766,21687.492,72245.46,24362.975,19087.846,17542.043,77357.914,8855.544,4939.9575,9299.583,5331.602,11778.566,8730.815,3766,3766,3766,3766,3766,3766,3766,24724.611,25298.756,3766,3766,3766,3766,3766,4181.3696,3766,3766,3766,4918.338
"5011_270.279_5.085",3766,3766,3766,3766,3766,3766,33962.977,32655.13,36044.062,37197.25,42118.074,31865.39,31282.152,39869.934,15352.088,34594.496,31972.807,24964.393,30002.533,38286.574,31903.422,13417.855,25547.766,21487.072,3766,32938.477,41453.305,50534.926,28977.918,35069.332,30391.494,29053.055,58991.36,30638.492,3766,3766,11915.042,29321.143,5156.818,4507.895,32165.062,3766,39666.824,33931.766,38714.11,3766,24544.111,31340.312,23087.117,24660.766,3766,10657.498,11728.883,3766,11164.192,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,28481.568,4857.072,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"5012_326.245_5.083",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5553.8096,3766,3766,3766,3766,3766,4763.523,3766,3766,3766,6233.313,6323.4834,4702.3555,3766,13067.205,7279.1826,11665.032,9751.353,9781.827,4059.9197,3766,4809.4824,3766,3766,3766,10744.077,8594.898,4661.845,19398.643,3766,3766,8127.1445,3824.191,12140.56,5788.086,9896.904,10486.1455,6524.0415,3766,5098.4966,3766,8959.17,3766,3766,4514.0356,4895.5347,3766,3766,4003.1692,4037.7432,3766,3766,3766,3766,3766,3766,3766,10856.075,4313.4165,3766,3766,4026.9685,3766,3766,3766,3766,3766,3766,3899.4827
"5015_235.118_5.09",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,9391.763,3766,3766,3766,649454.44,3766,3766,3766,3766,3766,3766,3766,3766,3766,494436.7,541719.06,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"5016_253.128_5.092",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,13189.064,3766,3766,3766,1201818.9,3766,3766,3766,3766,3766,3766,3766,3766,3766,923574.8,1001414.1,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"5020_276.145_5.092",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8752.246,3766,3766,3766,808294.56,3766,3766,3766,3766,3766,3766,3766,3766,3766,611904.06,657889.44,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"5022_448.29_5.147",3766,3766,3766,3766,3766,3766,14903.772,19285.27,3766,3766,3766,14438.612,12430.219,3766,30101.895,10715.93,57720.473,17210.31,45187.82,3766,3766,23093.469,29701.299,60773.043,3766,88943.375,3766,3766,3766,35089.27,3766,3766,36384.27,3766,3766,3766,84229.56,3766,114760.63,120738.54,75087.75,3766,43326.355,3766,3766,140919.11,3766,3766,116032.64,3766,109983.984,3766,3766,245344.23,110895.2,219912.03,38122.94,182052.02,219971.05,219629.47,31292.307,3766,58303.69,3766,3766,3766,3766,3766,3766,3766,3766,3766,27509.86,3766,3766,3766,3766,3766,3766,3766
"5023_286.274_5.094",3766,3766,3766,3766,3766,3766,312426.06,316361.03,389643.7,418250.6,451856.78,314439.75,321688.7,410927.5,256324.17,316465.78,338528.88,290471.7,323040.9,412409.72,413398.75,263948.3,333677.72,269736.8,3766,358423.9,423172.66,398100.5,360281.4,362553.44,377977,388172.22,386992.8,384574.28,3766,3766,257382.39,339275.97,324255.44,291615.94,330930.6,88856.32,349794.47,352341.06,315923.47,188651.6,333848.78,347043.8,321054.53,306230.72,276599.8,286502.78,260254.88,182594.02,290718.34,151954.22,121351.98,155327.7,158999.25,154612.11,121851.93,64926.984,113331.34,99101.234,102417.89,73201,86111.984,80014.02,323175.7,286558.06,69605.086,91414.07,110351.8,98459.17,80405.81,106197.516,68558.53,81350.29,69790.34,117672.22
"5025_317.157_5.095",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,6561.0913,3766,3766,3766,316209.1,3766,3766,3766,3766,3766,3766,3766,3766,3766,271972.56,246844.42,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"5033_393.31_5.094",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,49726.3,3766,3766,3766,3766,3766,3766,3766,3766,3766,49414.44,49391.55,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"5037_151.024_5.109",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,37279.016,3766,3766,3766,3766,3766,3766,3766,3766,3766,27353.451,34055.324,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"5038_225.097_5.096",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,62871.26,3766,3766,3766,3766,3766,3766,3766,3766,3766,46468.27,54662.938,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"5039_259.154_5.096",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,68120.586,3766,3766,3766,3766,3766,3766,3766,3766,3766,51741.574,56711.098,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"5047_319.166_5.098",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,15230.568,3766,3766,9704.337,14648.006,14609.049,6127.8843,14838.614,3766,3766,7309.69,12803.87,3766,3766,15162.089,3766,3766,3766,16222.033,3766,3766,15125.169,3779.93,3766,3766,3766,3766,14759.302,13837.533,15485.783,3766,13704.59,3766,3766,3766,3766,3766,15268.991,3766,10753.218,3766,3766,3766,11698.907,3766,14576.574,10345.366,12528.04,12786.463,13199.339,3766,3766,3766,3766,3766,3766,3766,3766,4064.6177,3766,15069.916,12887.342,13851.896,3766,13332.3545,3766,3766,3766,4422.7856
"5051_300.181_5.099",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,97764.2,3766,3766,3766,3766,3766,3766,3766,3766,3766,73013.55,80230.71,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
