"","t2_BS_C.mzML","t1_BS_C.mzML","t0_BS_C.mzML","t1_BS_3.mzML","t1_BS_1.mzML","t2_BS_2.mzML","t1_BS_2.mzML","t2_BS_3.mzML","t2_BS_1.mzML","t0_BS_2.mzML","t3_BS_1.mzML","t4_BS_3.mzML","t4_BS_1.mzML","t3_BS_2.mzML","t3_BS_C.mzML","t3_BS_3.mzML","t0_BS_3.mzML","t0_BS_1.mzML","t4_BS_C.mzML","t7_BS_1.mzML","t4_BS_2.mzML","t5_BS_C.mzML","t5_BS_3.mzML","t5_BS_2.mzML","t5_BS_1.mzML","t6_BS_C.mzML","t6_BS_1.mzML","t7_BS_3.mzML","t7_BS_2.mzML","t7_BS_C.mzML","t8_BS_2.mzML","t8_BS_3.mzML","t8_BS_1.mzML","t6_BS_2.mzML","t6_BS_3.mzML","t8_BS_C.mzML","t9_BS_C.mzML","t9_BS_3.mzML","t9_BS_1.mzML","t9_BS_2.mzML"
"7414_707.491_5.984",10442.039,8851.61,3766,13970.96,18377.303,22973.74,19998.36,25473.438,18743.83,66883.65,25438.97,27128.504,25548.885,32621.49,28244.73,23042.453,20529.352,136369,21572.137,24913.924,23954.191,24279.387,29198.576,28090.709,26429.807,31719.754,24590.592,22725.535,24706.209,22056.898,24815.229,28371.273,25961.51,27022.393,30533.303,25438.273,28290.252,28493.17,27742.24,29177.482
"7415_575.319_5.961",3766,3766,3766,12500.138,27372.43,19232.152,15029.153,14607.348,19416.625,3766,24484.377,25237.715,28276.123,28951.943,28123.156,29388.658,3766,3766,10449.538,5850.272,29489.096,25932.86,11101.212,12589.776,8465.613,28317.836,15331.923,4896.11,3796.7656,3766,7381.381,5067.1763,4699.334,22020.9,20035.367,3766,3766,6014.4453,4217.6567,10170.839
"7424_537.488_5.987",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,17575.336,434121.7,3766,260843.78,3766
"7425_314.269_5.999",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3912.5076,4011.6787,3766,6080.443,5494.0444,4357.5386,3766,3766,3766,3766,28026.674,6159.1597,9803.334
"7432_401.23_5.968",3766,3766,3766,8617.91,10036.293,13791.168,9698.043,11355.797,11589.744,3766,13342.6875,13958.856,9683.164,9105.499,10734.883,11310.316,3766,3766,11861.7705,3766,11088.66,8700.223,10723.607,9447.471,8472.191,7778.3125,5610.811,3766,4214.5,4001.6284,3766,3766,3766,11131.114,5876.9946,3766,3766,3766,3766,6471.8633
"7433_399.308_6.036",263447.97,242833.8,22541.258,23745.83,446117.47,430020.84,22844.668,20033.121,42425.945,483534.4,538360.9,36079.7,520004.1,403853.7,630496.4,35278.21,410437.25,717976.9,583338.94,24655.031,498218.9,30238.46,602144.6,529673,425285.62,59767.03,16806.982,25782.303,458303.5,491840.16,511961.5,408507.75,486209.2,23323.027,478012.38,21305.773,474667.25,21989.383,15530.574,22898.885
"7437_441.384_5.985",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,8674.513,3766,3766,3766
"7445_498.901_6.039",56068.45,47106.79,3766,22769.55,31022.756,13081.328,17328.938,21509.623,19146.225,3766,36251.4,46534.062,24338.398,37911.934,48032.152,19211.82,3766,3766,27469.617,42385.863,34360.94,40925.277,28353.846,56067.617,14498.489,47935.07,7007.421,22016.148,36780.062,31074.424,57573.016,29505.625,27715.137,14649.867,44278.266,35297.277,35695.64,22703.91,43731.76,34155.406
"7448_254.248_5.981",3766,3766,3766,43657.426,49808.79,50771.59,45861.94,44959.977,45517.42,3766,48787.273,43787.32,54164.562,40238.586,55869.918,55115.203,3766,3766,48636.78,16273.846,40392.105,41434.13,42206.934,40496.914,33352.453,38132.707,29784.31,17774.95,18051.77,19225.256,16614.191,17841.424,11664.691,23090.225,36665.11,6780.5615,10219.894,10980.152,7631.6504,23457.777
"7450_712.489_5.976",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"7456_523.245_5.986",6745.334,6131.651,4710.8447,629262.6,630399.5,564753.25,714581.1,691279.06,568708.56,94130.37,641731.7,802973.8,602590.94,744855.75,593811.8,649428.56,111368.29,139944.52,622297.3,552789.75,665828.2,718363.4,686847.8,761597.56,725887.44,705609.1,626148.1,576605.2,568040.5,744136.2,626359.56,666544.9,730257.06,688823.3,781402.7,783180.44,823934,814929.94,701312.1,898881.9
"7458_487.296_5.99",3766,3766,3766,66820.59,48404.23,77445.51,128831.23,50031.543,60154.64,4728.4995,45762.86,46521.34,38594.594,88904.8,38896.5,58183.164,15723.596,3766,60537.04,33583.89,37597.31,83909.87,49381.41,82595.01,64411.01,74377.46,69358.96,40978.89,34556.33,78645.49,46819.93,54122.414,52712.766,80521.14,98082.516,72765.06,90792.12,96601.375,63564.766,105343.73
"7464_460.297_5.987",3766,3766,3766,3766,3766,3766,3766,3766,3766,124175.67,3766,3766,3766,3766,3766,3766,105911.61,101178.43,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"7473_583.248_5.978",3766,3766,3766,3766,3766,3766,3766,3766,10444.737,157605.7,3766,3766,3766,3766,3766,3766,7736.6816,217285.89,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"7474_344.316_5.985",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,11859.614,3766,3766,3766,3766,3766,3766,3766,13204.367,11476.48,11536.237,19936.33,17722.102,15562.14,3766,3766,20079.46,27543.07,25327.219,21614.947,29104.361
"7481_242.248_5.991",3766,3766,3766,14635.171,31112.084,30817.021,32913.168,38150.727,18206.877,7544.8755,38971.105,19204.24,34770.25,52042.02,15077.115,16547.592,7606.915,11847.61,45051.066,52713.547,14556.273,13617.697,15261.748,26521.512,23389.701,12449.371,11209.26,67711.195,49921.766,63102.203,104123.01,141312.98,91766.266,45310.836,28735.71,105664.805,292833.3,724809.9,368900.03,573873.06
"7482_565.23_5.99",3766,3766,3766,12449.052,16771.242,17344.953,25663.678,20349.973,16181.99,3766,8852.209,8350.071,12932.7705,19042.682,14846.73,14474.855,3766,3766,12103.077,14523.882,16589.79,10670.685,12726.893,14927.315,10457.885,9446.01,12530.32,17681.771,12752.139,28268.422,15811.881,18702.432,10966.006,16299.807,17549.377,24587.055,26615.797,27430.873,22027.219,15008.529
"7484_575.259_5.99",3766,3766,3766,21945.78,36672.996,25777.855,62570.15,25275.113,30508.709,3766,20083.094,58603.812,19490.918,33698.03,16422.018,25568.762,3766,4321.0522,23242.004,16926.154,34983.99,41650.63,22853.889,40071.434,34459.05,36327.992,23801.58,22046.854,15519.314,33530.668,25806.652,29154.225,28040.79,24200.281,47991.293,40631.473,50158.78,49734.457,31354.445,56161.16
"7486_507.271_5.99",18982.33,21411.146,12640.208,3020978.8,3016601,3027044.8,4004034,3247098,2835150.8,351908.3,3073356.5,3952593.2,2736280.2,3995942.8,2936038,3083764.5,537238.75,676768.3,2845628.5,2328728.5,3053093.8,3293694.5,2999648,3317104,3256935.5,3228343.5,3051725.5,2463841.2,2343838,3666710.5,2806538.8,3010207.5,2975652.5,3474062.5,3930467.2,3485305.8,3963537.8,4153743.8,2957810.5,4523081
"7488_485.289_5.99",3766,3766,3766,1529284.6,1584482.5,1432491.1,2529318.5,1449949.9,1333594.2,214965.5,1443623.2,1731388.1,1220734.5,1870564.1,1213873.2,1277347,314013.97,506156.66,1197152.2,704833.6,1321407.5,1428154.2,1211053.4,1414246.4,1354033.4,1287418,1368995,805529.7,757331,1311791.5,916381.4,1044197.2,891443.94,1704853.5,1916703.9,1297182.8,1695633.8,1658312.4,1093148.5,1992192.2
"7489_1007.528_5.99",3766,3766,3766,41810.812,52379.79,45320.426,83913.66,53979.6,46455.492,3887.101,33223.83,45286.656,42637.36,72067.805,40797.117,53729.69,4300.8496,11930.064,54151.445,30136.379,41022.83,58857.41,51010.043,74912.16,64969.5,62687.023,59675.652,36703.797,31121.857,51299.812,42475.727,46989.375,40129.844,67535.234,100519.91,66179.08,79539.33,66324.195,55300.938,95949.93
"7492_502.316_5.99",3766,3766,3766,632579.25,606376.94,425931.38,1196040.2,475037.4,498942.78,123840.3,401262.4,440774.22,385070.38,752732.06,413669.5,443678.97,184745.25,309284.44,418366.72,259017.81,379652.94,438919.16,377669.47,479890.97,523560.16,496556.53,633550.8,318956.28,284785.25,478541.1,380658.53,434982.34,307505.62,734497.1,793927.56,512483.62,708913.4,662227.25,450572.44,779015.3
"7493_558.379_5.99",30825.354,52387.418,48101.902,4187311.2,4754968.5,3405137.2,6898644.5,3577839.2,3476526.2,660250.2,3324802.2,3649344.2,2952097.5,4943049,3114324.5,3264110.2,924352.8,1207981.5,2977895.8,1646696,3108686.5,3327164.2,2978251,3549105.8,3426832,3277017,3861402.2,1754941.5,1700038.9,2459916.5,2043420.2,2263370.2,1915452.9,4414066.5,4615900.5,2588334.8,3373874.5,3258593.2,2324817.8,3842495.5
"7494_530.347_5.99",3766,3766,3766,98774.03,149421.1,70383.96,139685.97,74850.05,70832.57,14512.964,66148.59,82048.81,69776.8,94066.51,58365.793,63612.94,22662.85,34873.727,61968.547,43847.793,76319.92,77960.55,67101.05,79789.25,87566.48,90715.88,106519.67,37996.42,44432.246,63385.293,49235.16,50279.066,48227.453,114959.17,110799.73,60589.68,86216.53,88446.516,63369.57,110534.23
"7495_189.112_5.99",3766,3766,3766,19854.844,28260.906,26294.357,45595.508,28517.598,23099.285,3766,25390.963,31072.47,23150.602,35291.203,19934.318,20566.146,4701.089,7112.4023,24388.31,12773.895,11195.82,29056.932,13926.393,25950.898,20613.924,22877.258,24051.291,14769.55,12195.599,23491.496,17024.725,20395.396,14789.79,30204.979,36068.99,27218.93,35098.93,34712.11,17566.82,38306.47
"7496_337.2_5.99",3766,3766,3766,101497.57,103040.39,98315.93,165843.81,96640.93,83654.72,10014.206,100276.19,133530.92,78731.37,119538.22,74648.484,78325.875,19519.95,29168.229,72388.73,39417.05,82643.47,99224.664,77341.805,91349.76,86794.91,83488.35,85253.29,50015.918,42351.28,80578.81,49233.336,63863.3,45171.54,113773.85,132632.1,77560.99,107342.22,109400.56,67014.59,124367.914
"7500_707.491_5.986",8937.879,8851.61,3766,11912.49,18377.303,20818.855,19042.977,23561.014,18743.83,11416.105,26629.79,28572.934,26972.45,30451.95,28244.73,20816.53,14096.561,10447.635,23629.396,23951.355,25792.09,26135.287,30353.107,28090.709,23657.027,36306.52,25921.61,24191.396,24941.258,20481.42,22082.023,27316.602,28267.428,27022.393,30533.303,23066.37,26670.182,26446.844,25349.777,27288.957
"7501_383.183_5.993",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,18163.79,3766,3766,3766,3766,3766,3766,4782.202,3766,3766,3766,3766,3766,3766,3766
"7502_1098.665_5.996",3766,3766,3766,3766,7920.6787,17650.895,3766,14223.497,15854.998,3766,43479.836,26815.5,27130.396,34601.53,19104.613,21258.236,7023.5146,7001.6846,20676.227,9694.297,34031.066,26045.65,42949.168,42112.277,34680.477,52284.64,54033.363,5694.0166,13170.412,3766,5752.8765,3766,3922.5107,59453.203,58505.348,3766,3766,3766,5721.607,8402.302
"7505_1054.7_5.991",3766,3766,3766,51576.992,78229.26,128831.17,65227.105,101124.63,124717.48,49678.293,199223.81,176352.67,223738.67,259491.58,131780.56,150681.3,81750.055,70547.13,153673.95,62682.355,220574.56,181878.6,229329.97,260216.36,233754.47,337175.97,413944.22,36232.137,75032.805,17413.875,44828.656,27949.031,30575.266,419416,431049.44,15752.335,18313.957,18440.8,30547.215,58806.266
"7506_207.124_5.999",34720.707,18150.213,3766,44068.926,32600.785,88018.82,39765.715,20376.512,9643.801,3766,20303.9,82123.89,42811.863,93325.36,73132.45,27503.117,10447.391,3766,107634.14,90420.19,63212.45,46126.59,11091.664,31528.598,91387.734,26117.512,113537.29,120123.64,119865.734,99178.08,41732.895,131159.17,131039.6,63299.95,95533.45,99518.1,93345.38,103815.1,105685.98,103323.4
"7509_527.853_6.008",3766,3766,3766,8670.236,7274.3105,21009.5,14295.402,18664.809,25593.2,9188.462,40238.023,39539.668,187957.31,52808.742,26795.016,119020.98,11396.363,7434.0586,32554.695,10595.352,118585.79,33085.95,237351.27,262141.64,63254.418,83596.81,282063.9,6618.154,16528.309,3766,6339.177,4224.151,7278.591,87870.05,125212.95,3766,3766,3766,3766,6546.1807
"7512_1076.682_5.992",3766,3766,3766,36274.414,65205.91,99334.445,48654.055,84179.32,102368.25,30390.068,166303.98,162064.88,185331.17,219966.28,108273.695,141532.64,43071.566,43108.33,134622.05,48415.34,194194.05,153731.4,208775.33,226992.62,215712.22,326367.22,386080.3,27734.318,60784.223,14974.758,36020.11,18449.285,29116.057,368276.6,394498.6,14120.709,14191.318,6483.6777,21809.742,43586.125
"7517_991.554_5.992",3766,3766,3766,340254.3,364695.34,332965.6,624165.44,330102.84,302860.97,6813.683,384129.78,527838.9,321850.84,479757.25,269174.03,313152.6,14874.854,30433.062,283129.3,125152.055,342141.75,359026,323486.25,370724,319476.75,322617.06,326423.25,137225.48,129162.51,296203.72,197047.48,220683.9,184925.86,446989.12,568031.75,320862.62,425628.06,431440.25,237690.52,528605.8
"7536_663.464_5.997",19557.9,10564.388,3766,32711.29,33751.92,50308.695,31608.979,47304.99,45764.598,6197.9746,59467.49,72106.51,67245.4,68888.29,46640.547,47542.69,3766,30319.414,61202.47,56727.47,46969.562,66153.234,68671.72,64559.117,60304.035,84448.945,71972.44,56176.043,61491.78,65853.48,71447.266,55599.535,62489.52,62902.85,74924.34,65674.61,77666.484,71212.96,63370.605,79224.375
"7544_551.503_5.991",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,144785.23,114822.195,98293.69,3766,3766,547067.6,891531.3,471175.72,945239.4,827047.5
"7549_543.293_6.026",3766,3766,3766,16771.453,29006.162,33509.574,24037.99,32105.307,29997.904,3766,29303.143,28792.225,30898.645,26853.648,32185.525,27559.234,3766,3766,18125.656,13301.199,25656.082,23123.72,29164.965,18935.615,23009.566,18657.885,14472.844,9742.63,11015.623,9348.744,11268.526,6690.92,8237.089,22715.29,20464.29,7972.433,8073.2104,7832.261,5405.7607,15625.164
"7551_283.206_6.005",3766,3766,3766,77321.12,6132.254,4848.4263,3766,3766,3766,3766,3766,6956.1504,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,5479.7485,4209.8633,3766,105917.71,41007.953,3766,3766,3766,3766,5455.861,3766,3766,13573.919,3766
"7552_739.449_6.044",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,15024.642,3766,3766,3766
"7556_584.473_6.017",3766,3766,3766,3766,3766,3766,3766,3766,3766,79832.82,3766,3766,3766,3766,3766,3766,42886.965,113513.336,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"7558_626.52_6.021",7482.539,8591.652,8637.382,23572.195,34472.43,30562.135,28931.41,30588.14,28312.598,137261.12,36249.65,29975.68,26010.125,32999.97,30219.107,30504.945,59113.79,217404.73,23049.645,10479.66,30272.166,29091.682,23609.623,26066.031,23125.248,23026.791,22876.264,12417.217,9285.765,10869.798,11854.029,12230.745,10275.193,24656.475,24381.174,10599.582,13506.587,10286.487,11814.447,12875.479
"7564_695.484_5.97",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"7566_298.347_6.054",3766,3766,8091.493,25856.73,42593.234,21063.643,63480.285,44752.613,3945.1528,12542.406,3766,3766,4485.3267,33646.38,36713.465,11679.897,7383.3306,113442.43,8857.937,26229.902,3766,67879.13,3766,11558.636,5979.234,1101976.1,36292.617,3766,5603.1675,58536.375,20627.941,37986.363,13264.694,9540.498,3766,48166.957,11360.477,3766,3766,3766
"7567_606.378_6.005",3766,3766,3766,3766,3766,3766,3766,3766,3766,29344.479,3766,3766,3766,3766,3766,3766,16567.527,28583.695,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"7572_263.237_6.006",3766,3766,3766,3766,3766,3999.5002,3766,3766,3766,11053.597,3766,3766,3766,3766,3766,3766,7029.61,17829.22,3766,3766,6999.5605,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"7575_280.263_6.011",3766,3766,3766,13882.397,11598.829,51654.51,23582.906,22068.326,27753.742,6937.177,31624.293,6415.584,19823.725,26528.89,7172.032,6004.306,8190.793,9944.752,10971.204,4885.9233,70061.28,34221.266,24583.816,16398.34,23408.154,12959.762,5367.24,3766,3766,3766,3766,3766,3766,11069.371,6284.7476,3766,3766,3766,3766,3766
"7576_575.413_6.021",135069.2,115414.305,51848.81,221658.95,256463.97,303629.47,251271.9,291102.47,293979.22,369788.7,356558.2,340120.38,328928.78,352171.8,342791.06,324056.9,201189.4,571570.25,355972.7,234264.02,289975.9,296305.56,340827.94,362208.94,323783.75,305125.72,303059.53,269063.16,231419.6,273612.84,271779.6,240996.47,280966.47,292993.66,331227.25,227455.11,251571,253074.86,230737.72,261661.03
"7577_376.318_6.01",4025.6787,3990.7603,3766,39954.445,4783.8984,78045.85,5804.006,5373.6157,17471.322,7967.8403,10815.26,5718.206,13050.752,5849.602,6471.0625,6138.911,13133.089,8165.906,26212.18,30809.668,119103.98,113598.54,127723.555,11945.446,25489.93,18065.018,24004.422,9382.943,6453.9756,22282.086,5375.1807,11386.652,21544.521,12806.137,6418.787,10868.095,8256.454,6873.6816,9877.756,9613.02
"7582_336.327_6.011",3766,3766,3766,3996.384,3766,58466.6,3766,3766,20814.248,4922.19,11275.123,4966.08,3766,5421.0845,3766,3766,11274.122,10125.116,29077.979,28744.129,100819.44,102265.484,124957.8,4924.1826,25248.242,17151.852,27657.094,8116.025,3766,6438.6694,3815.0278,8585.787,21988.543,12871.7,3766,8690.168,5429.408,3766,6167.9897,4200.505
"7583_242.248_6.005",3766,3766,3766,30063.105,36728.31,36662.938,35788.31,38712.523,36125.793,7544.8755,41153.016,34414.613,36249.023,38438.21,31999.684,33273.906,7606.915,7670.1875,31923.443,36277.285,31683.654,26384.775,29310.066,29495.031,27579.39,23269.182,21113.7,51978.176,37040.445,47445.17,89301.87,128250.42,77667.125,31362.227,29849.42,91093.73,261917.19,726984.7,372709.4,576255.7
"7585_298.274_6.011",3766,3766,3766,39108.047,61020.418,79381.53,55991.367,75162.4,76784.21,3766,79777.76,61877.133,64228.605,79215.195,72779.55,63190.25,3766,3766,58590.812,24617.852,59318.04,57190.887,55430.777,58456.46,52429.145,49379.742,47663.266,24895.115,28566.229,25420.332,21933.613,22394.97,23024.633,53681.406,51277.383,15004.231,21749.033,18536.043,18987.887,40169.625
"7588_619.439_6.011",67924.86,51742.92,21140.668,95235.695,111144.07,135105.81,109487.32,135554.36,128041.56,43277.81,167082.47,177503.8,172430.8,186510.12,176456.12,159850.19,33688.867,19510.62,170806.97,134497.97,164860.11,177763.48,175847.55,170075.52,161550.31,212119.42,184383.67,142188.17,146094.95,163202.53,158385.92,144381.12,162507.23,159567.42,181589.14,143605.94,156927.05,166160.48,138924.83,176010.77
"7593_413.195_5.985",3766,3766,3766,3766,3766,3766,3766,3766,3766,33955.242,3766,3766,3766,3766,3766,3766,18443.393,28529.697,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"7595_690.507_5.992",3766,3766,3766,3766,52555.535,3766,20246.365,3766,10755.482,3766,41658.59,60859.594,3766,25360.07,3766,12887.962,3766,3766,11360.833,13041.371,10450.285,28412.432,3841.3472,50471.402,17246.668,64612.105,61750.695,3766,7762.1094,3766,3766,3766,19782.523,26231.465,3766,12289.124,5106.0737,3766,27815.656,11993.363
"7600_489.304_6.021",3766,3766,33357.562,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,214452.27,48246.984,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"7601_714.505_6.049",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,20872.152,3766,3766,3766
"7602_1024.654_6.015",3766,3766,3766,9756.912,15437.217,18481.947,14656.076,14821.661,15728.125,8104.8955,17180.184,5993.809,15098.658,23473.16,19435.234,16498.926,12314.669,6248.8022,17560.223,3766,13916.914,15375.692,14782.416,14132.759,15470.811,11456.316,15891.99,3766,3766,3766,3766,3766,3766,19933.4,23954.441,3766,3766,3766,3766,3766
"7603_426.309_5.965",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,7823.14,3766,3766,3766,3766,3766,7621.0986,3766,3766,3766,10907.386,15319.092,15869.921,33686.5,3766,3766,34917.41,3766,15544.061,7071.7876,11831.531
"7605_466.292_5.969",3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"7607_1038.605_6.02",3766,3766,3766,42692.668,55336.258,53405.324,54072.63,46050.836,41717.78,21991.057,52932.934,55868.812,46722.547,71136.09,62817.992,54744.953,28888.824,25326.824,59954.758,13275.78,51165.094,58661.78,52139.832,46153.832,44804.95,66749.77,44540.426,16614.621,11432.237,15110.817,14507.358,12245.859,9934.982,42992.918,60686.984,7694.083,3766,5739.3584,6954.5073,10977.69
"7608_540.447_6.069",3766,3766,3766,3766,3766,3766,3766,3766,3766,103075.04,3766,3766,3766,3766,3766,3766,22613.639,141677.84,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766,3766
"7610_497.825_6.021",3766,3766,3766,15420.461,26784.09,29878.105,23803.092,21272.676,24403.93,10105.707,26174.057,22074.924,20053.424,41557.492,29261.182,25219.098,15420.783,15650.497,27130.953,5370.065,31206.832,28639.64,37287.035,24708.002,22939.367,32158.951,26988.262,4428.6597,3766,3766,4388.261,4058.541,3766,23768.496,37803.617,3766,3766,3766,3766,3766
"7613_1071.728_6.015",3766,3766,3766,3766,3766,9966.716,5299.604,8013.967,8401.541,3766,10936.953,16629.697,10871.189,29120.006,7195.892,10691.552,6610.8013,6946.4087,5822.6353,3766,37222.688,9142.2705,31913.791,49622.695,41384.09,17461.422,19979.438,3766,3766,3766,3766,3766,3766,76206.82,27224.04,3766,3766,3766,3766,3766
